position,cumulative_value,player_count,avg_value_per_player
EDGE,3925,25,157.0
WR,2783,34,81.8529411764706
OT,2434,23,105.82608695652173
CB,2382,33,72.18181818181819
QB,1247,11,113.36363636363636
IOL,1231,26,47.34615384615385
S,1221,22,55.5
DT,1194,23,51.91304347826087
LB,1184,25,47.36
RB,517,21,24.61904761904762
TE,389,17,22.88235294117647
P,10,1,10.0
K,1,1,1.0
